2024-11-06 22:13:34 | process_logger | INFO | Logger inicializado en modo global.
2024-11-06 22:14:14 | process_logger | INFO | Ejecutando Step 4 con pipeline: pipes/pipeline_4.pkl
2024-11-06 22:14:14 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_4.pkl
2024-11-06 22:14:14 | process_logger | INFO | Ejecutando Step 5 con pipeline: pipes/pipeline_5.pkl
2024-11-06 22:14:14 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_5.pkl
2024-11-06 22:14:24 | process_logger | INFO | Cargando el diccionario de imputaciones...
2024-11-06 22:14:24 | process_logger | INFO | Imputando valores nulos...
2024-11-06 22:14:24 | process_logger | INFO | Valores nulos imputados.
2024-11-06 22:14:24 | process_logger | INFO | Validando columnas y tipos...
2024-11-06 22:14:24 | process_logger | INFO | Realizando la predicción...
2024-11-06 22:14:24 | process_logger | INFO | Tipo de póliza no es 4, realizando predicción...
2024-11-06 22:14:24 | process_logger | INFO | Predicción: 2.949009122491966
2024-11-06 22:14:24 | process_logger | INFO | Predicción realizada para claim_id 528569 en 12.0337s
2024-11-06 22:14:24 | process_logger | INFO | Solicitud recibida en /api/v1/predict/
2024-11-06 22:14:24 | process_logger | INFO | Cargando el modelo...
2024-11-06 22:14:24 | process_logger | INFO | Cargando el modelo desde: models/linear_regression.pkl
2024-11-06 22:14:24 | process_logger | INFO | Ejecutando el pipeline de transformación...
2024-11-06 22:14:24 | process_logger | INFO | Ejecutando Step 1 con pipeline: pipes/pipeline_1.pkl
2024-11-06 22:14:24 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_1.pkl
2024-11-06 22:14:24 | process_logger | INFO | Ejecutando Step 2 con pipeline: pipes/pipeline_2.pkl
2024-11-06 22:14:24 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_2.pkl
2024-11-06 22:14:26 | process_logger | INFO | Ejecutando Step 3 con pipeline: pipes/pipeline_3.pkl
2024-11-06 22:14:26 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_3.pkl
2024-11-06 22:14:26 | process_logger | INFO | Ejecutando Step 4 con pipeline: pipes/pipeline_4.pkl
2024-11-06 22:14:26 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_4.pkl
2024-11-06 22:14:26 | process_logger | INFO | Ejecutando Step 5 con pipeline: pipes/pipeline_5.pkl
2024-11-06 22:14:26 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_5.pkl
2024-11-06 22:14:36 | process_logger | INFO | Cargando el diccionario de imputaciones...
2024-11-06 22:14:36 | process_logger | INFO | Imputando valores nulos...
2024-11-06 22:14:36 | process_logger | INFO | Valores nulos imputados.
2024-11-06 22:14:36 | process_logger | INFO | Validando columnas y tipos...
2024-11-06 22:14:36 | process_logger | INFO | Realizando la predicción...
2024-11-06 22:14:36 | process_logger | INFO | Tipo de póliza es 4, devolviendo predicción -1
2024-11-06 22:14:36 | process_logger | INFO | Predicción realizada para claim_id 408550 en 12.0304s
2024-11-06 22:14:36 | process_logger | INFO | Solicitud recibida en /api/v1/predict/
2024-11-06 22:14:36 | process_logger | INFO | Cargando el modelo...
2024-11-06 22:14:36 | process_logger | INFO | Cargando el modelo desde: models/linear_regression.pkl
2024-11-06 22:14:36 | process_logger | INFO | Ejecutando el pipeline de transformación...
2024-11-06 22:14:36 | process_logger | INFO | Ejecutando Step 1 con pipeline: pipes/pipeline_1.pkl
2024-11-06 22:14:36 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_1.pkl
2024-11-06 22:14:36 | process_logger | INFO | Ejecutando Step 2 con pipeline: pipes/pipeline_2.pkl
2024-11-06 22:14:36 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_2.pkl
2024-11-06 22:14:38 | process_logger | INFO | Ejecutando Step 3 con pipeline: pipes/pipeline_3.pkl
2024-11-06 22:14:38 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_3.pkl
2024-11-06 22:14:38 | process_logger | INFO | Ejecutando Step 4 con pipeline: pipes/pipeline_4.pkl
2024-11-06 22:14:38 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_4.pkl
2024-11-06 22:14:38 | process_logger | INFO | Ejecutando Step 5 con pipeline: pipes/pipeline_5.pkl
2024-11-06 22:14:38 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_5.pkl
2024-11-06 22:14:48 | process_logger | INFO | Cargando el diccionario de imputaciones...
2024-11-06 22:14:48 | process_logger | INFO | Imputando valores nulos...
2024-11-06 22:14:48 | process_logger | INFO | Valores nulos imputados.
2024-11-06 22:14:48 | process_logger | INFO | Validando columnas y tipos...
2024-11-06 22:14:48 | process_logger | INFO | Realizando la predicción...
2024-11-06 22:14:48 | process_logger | INFO | Tipo de póliza no es 4, realizando predicción...
2024-11-06 22:14:48 | process_logger | INFO | Predicción: 6.165575820663672
2024-11-06 22:14:48 | process_logger | INFO | Predicción realizada para claim_id 208451 en 12.0327s
2024-11-06 22:14:48 | process_logger | INFO | Solicitud recibida en /api/v1/predict/
2024-11-06 22:14:48 | process_logger | INFO | Cargando el modelo...
2024-11-06 22:14:48 | process_logger | INFO | Cargando el modelo desde: models/linear_regression.pkl
2024-11-06 22:14:48 | process_logger | INFO | Ejecutando el pipeline de transformación...
2024-11-06 22:14:48 | process_logger | INFO | Ejecutando Step 1 con pipeline: pipes/pipeline_1.pkl
2024-11-06 22:14:48 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_1.pkl
2024-11-06 22:14:48 | process_logger | INFO | Ejecutando Step 2 con pipeline: pipes/pipeline_2.pkl
2024-11-06 22:14:48 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_2.pkl
2024-11-06 22:14:50 | process_logger | INFO | Ejecutando Step 3 con pipeline: pipes/pipeline_3.pkl
2024-11-06 22:14:50 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_3.pkl
2024-11-06 22:14:50 | process_logger | INFO | Ejecutando Step 4 con pipeline: pipes/pipeline_4.pkl
2024-11-06 22:14:50 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_4.pkl
2024-11-06 22:14:50 | process_logger | INFO | Ejecutando Step 5 con pipeline: pipes/pipeline_5.pkl
2024-11-06 22:14:50 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_5.pkl
2024-11-06 22:15:00 | process_logger | INFO | Cargando el diccionario de imputaciones...
2024-11-06 22:15:00 | process_logger | INFO | Imputando valores nulos...
2024-11-06 22:15:00 | process_logger | INFO | Valores nulos imputados.
2024-11-06 22:15:00 | process_logger | INFO | Validando columnas y tipos...
2024-11-06 22:15:00 | process_logger | INFO | Realizando la predicción...
2024-11-06 22:15:00 | process_logger | INFO | Tipo de póliza es 4, devolviendo predicción -1
2024-11-06 22:15:00 | process_logger | INFO | Predicción realizada para claim_id 394115 en 12.0344s
2024-11-06 22:15:00 | process_logger | INFO | Solicitud recibida en /api/v1/predict/
2024-11-06 22:15:00 | process_logger | INFO | Cargando el modelo...
2024-11-06 22:15:00 | process_logger | INFO | Cargando el modelo desde: models/linear_regression.pkl
2024-11-06 22:15:00 | process_logger | INFO | Ejecutando el pipeline de transformación...
2024-11-06 22:15:00 | process_logger | INFO | Ejecutando Step 1 con pipeline: pipes/pipeline_1.pkl
2024-11-06 22:15:00 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_1.pkl
2024-11-06 22:15:00 | process_logger | INFO | Ejecutando Step 2 con pipeline: pipes/pipeline_2.pkl
2024-11-06 22:15:00 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_2.pkl
2024-11-06 22:15:02 | process_logger | INFO | Ejecutando Step 3 con pipeline: pipes/pipeline_3.pkl
2024-11-06 22:15:02 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_3.pkl
2024-11-06 22:15:02 | process_logger | INFO | Ejecutando Step 4 con pipeline: pipes/pipeline_4.pkl
2024-11-06 22:15:02 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_4.pkl
2024-11-06 22:15:02 | process_logger | INFO | Ejecutando Step 5 con pipeline: pipes/pipeline_5.pkl
2024-11-06 22:15:02 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_5.pkl
2024-11-06 22:15:12 | process_logger | INFO | Cargando el diccionario de imputaciones...
2024-11-06 22:15:12 | process_logger | INFO | Imputando valores nulos...
2024-11-06 22:15:12 | process_logger | INFO | Valores nulos imputados.
2024-11-06 22:15:12 | process_logger | INFO | Validando columnas y tipos...
2024-11-06 22:15:12 | process_logger | INFO | Realizando la predicción...
2024-11-06 22:15:12 | process_logger | INFO | Tipo de póliza no es 4, realizando predicción...
2024-11-06 22:15:12 | process_logger | INFO | Predicción: 6.044710152812982
2024-11-06 22:15:12 | process_logger | INFO | Predicción realizada para claim_id 243530 en 12.0319s
2024-11-06 22:15:12 | process_logger | INFO | Solicitud recibida en /api/v1/predict/
2024-11-06 22:15:12 | process_logger | INFO | Cargando el modelo...
2024-11-06 22:15:12 | process_logger | INFO | Cargando el modelo desde: models/linear_regression.pkl
2024-11-06 22:15:12 | process_logger | INFO | Ejecutando el pipeline de transformación...
2024-11-06 22:15:12 | process_logger | INFO | Ejecutando Step 1 con pipeline: pipes/pipeline_1.pkl
2024-11-06 22:15:12 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_1.pkl
2024-11-06 22:15:12 | process_logger | INFO | Ejecutando Step 2 con pipeline: pipes/pipeline_2.pkl
2024-11-06 22:15:12 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_2.pkl
2024-11-06 22:15:14 | process_logger | INFO | Ejecutando Step 3 con pipeline: pipes/pipeline_3.pkl
2024-11-06 22:15:14 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_3.pkl
2024-11-06 22:15:14 | process_logger | INFO | Ejecutando Step 4 con pipeline: pipes/pipeline_4.pkl
2024-11-06 22:15:14 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_4.pkl
2024-11-06 22:15:14 | process_logger | INFO | Ejecutando Step 5 con pipeline: pipes/pipeline_5.pkl
2024-11-06 22:15:14 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_5.pkl
2024-11-06 22:15:24 | process_logger | INFO | Cargando el diccionario de imputaciones...
2024-11-06 22:15:24 | process_logger | INFO | Imputando valores nulos...
2024-11-06 22:15:24 | process_logger | INFO | Valores nulos imputados.
2024-11-06 22:15:24 | process_logger | INFO | Validando columnas y tipos...
2024-11-06 22:15:24 | process_logger | INFO | Realizando la predicción...
2024-11-06 22:15:24 | process_logger | INFO | Tipo de póliza no es 4, realizando predicción...
2024-11-06 22:15:24 | process_logger | INFO | Predicción: 5.755813438598005
2024-11-06 22:15:24 | process_logger | INFO | Predicción realizada para claim_id 288203 en 12.032s
2024-11-06 22:15:24 | process_logger | INFO | Solicitud recibida en /api/v1/predict/
2024-11-06 22:15:24 | process_logger | INFO | Cargando el modelo...
2024-11-06 22:15:24 | process_logger | INFO | Cargando el modelo desde: models/linear_regression.pkl
2024-11-06 22:15:24 | process_logger | INFO | Ejecutando el pipeline de transformación...
2024-11-06 22:15:24 | process_logger | INFO | Ejecutando Step 1 con pipeline: pipes/pipeline_1.pkl
2024-11-06 22:15:24 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_1.pkl
2024-11-06 22:15:24 | process_logger | INFO | Ejecutando Step 2 con pipeline: pipes/pipeline_2.pkl
2024-11-06 22:15:24 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_2.pkl
2024-11-06 22:15:26 | process_logger | INFO | Ejecutando Step 3 con pipeline: pipes/pipeline_3.pkl
2024-11-06 22:15:26 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_3.pkl
2024-11-06 22:15:26 | process_logger | INFO | Ejecutando Step 4 con pipeline: pipes/pipeline_4.pkl
2024-11-06 22:15:26 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_4.pkl
2024-11-06 22:15:26 | process_logger | INFO | Ejecutando Step 5 con pipeline: pipes/pipeline_5.pkl
2024-11-06 22:15:26 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_5.pkl
2024-11-06 22:15:36 | process_logger | INFO | Cargando el diccionario de imputaciones...
2024-11-06 22:15:36 | process_logger | INFO | Imputando valores nulos...
2024-11-06 22:15:36 | process_logger | INFO | Valores nulos imputados.
2024-11-06 22:15:36 | process_logger | INFO | Validando columnas y tipos...
2024-11-06 22:15:36 | process_logger | INFO | Realizando la predicción...
2024-11-06 22:15:36 | process_logger | INFO | Tipo de póliza no es 4, realizando predicción...
2024-11-06 22:15:36 | process_logger | INFO | Predicción: 4.817652487515653
2024-11-06 22:15:36 | process_logger | INFO | Predicción realizada para claim_id 991981 en 12.0344s
2024-11-06 22:15:36 | process_logger | INFO | Solicitud recibida en /api/v1/predict/
2024-11-06 22:15:36 | process_logger | INFO | Cargando el modelo...
2024-11-06 22:15:36 | process_logger | INFO | Cargando el modelo desde: models/linear_regression.pkl
2024-11-06 22:15:36 | process_logger | INFO | Ejecutando el pipeline de transformación...
2024-11-06 22:15:36 | process_logger | INFO | Ejecutando Step 1 con pipeline: pipes/pipeline_1.pkl
2024-11-06 22:15:36 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_1.pkl
2024-11-06 22:15:36 | process_logger | INFO | Ejecutando Step 2 con pipeline: pipes/pipeline_2.pkl
2024-11-06 22:15:36 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_2.pkl
2024-11-06 22:15:38 | process_logger | INFO | Ejecutando Step 3 con pipeline: pipes/pipeline_3.pkl
2024-11-06 22:15:38 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_3.pkl
2024-11-06 22:15:38 | process_logger | INFO | Ejecutando Step 4 con pipeline: pipes/pipeline_4.pkl
2024-11-06 22:15:38 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_4.pkl
2024-11-06 22:15:38 | process_logger | INFO | Ejecutando Step 5 con pipeline: pipes/pipeline_5.pkl
2024-11-06 22:15:38 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_5.pkl
2024-11-06 22:15:48 | process_logger | INFO | Cargando el diccionario de imputaciones...
2024-11-06 22:15:48 | process_logger | INFO | Imputando valores nulos...
2024-11-06 22:15:48 | process_logger | INFO | Valores nulos imputados.
2024-11-06 22:15:48 | process_logger | INFO | Validando columnas y tipos...
2024-11-06 22:15:48 | process_logger | INFO | Realizando la predicción...
2024-11-06 22:15:48 | process_logger | INFO | Tipo de póliza no es 4, realizando predicción...
2024-11-06 22:15:48 | process_logger | INFO | Predicción: 4.9815699930677315
2024-11-06 22:15:48 | process_logger | INFO | Predicción realizada para claim_id 435094 en 12.0325s
2024-11-06 22:15:48 | process_logger | INFO | Solicitud recibida en /api/v1/predict/
2024-11-06 22:15:48 | process_logger | INFO | Cargando el modelo...
2024-11-06 22:15:48 | process_logger | INFO | Cargando el modelo desde: models/linear_regression.pkl
2024-11-06 22:15:48 | process_logger | INFO | Ejecutando el pipeline de transformación...
2024-11-06 22:15:48 | process_logger | INFO | Ejecutando Step 1 con pipeline: pipes/pipeline_1.pkl
2024-11-06 22:15:48 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_1.pkl
2024-11-06 22:15:48 | process_logger | INFO | Ejecutando Step 2 con pipeline: pipes/pipeline_2.pkl
2024-11-06 22:15:48 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_2.pkl
2024-11-06 22:15:50 | process_logger | INFO | Ejecutando Step 3 con pipeline: pipes/pipeline_3.pkl
2024-11-06 22:15:50 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_3.pkl
2024-11-06 22:15:50 | process_logger | INFO | Ejecutando Step 4 con pipeline: pipes/pipeline_4.pkl
2024-11-06 22:15:50 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_4.pkl
2024-11-06 22:15:50 | process_logger | INFO | Ejecutando Step 5 con pipeline: pipes/pipeline_5.pkl
2024-11-06 22:15:50 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_5.pkl
2024-11-06 22:16:00 | process_logger | INFO | Cargando el diccionario de imputaciones...
2024-11-06 22:16:00 | process_logger | INFO | Imputando valores nulos...
2024-11-06 22:16:00 | process_logger | INFO | Valores nulos imputados.
2024-11-06 22:16:00 | process_logger | INFO | Validando columnas y tipos...
2024-11-06 22:16:00 | process_logger | INFO | Realizando la predicción...
2024-11-06 22:16:00 | process_logger | INFO | Tipo de póliza no es 4, realizando predicción...
2024-11-06 22:16:00 | process_logger | INFO | Predicción: 3.2315036114105764
2024-11-06 22:16:00 | process_logger | INFO | Predicción realizada para claim_id 417848 en 12.034s
2024-11-06 22:16:17 | process_logger | INFO | Solicitud recibida en /api/v1/predict/
2024-11-06 22:16:17 | process_logger | INFO | Cargando el modelo...
2024-11-06 22:16:17 | process_logger | INFO | Cargando el modelo desde: models/linear_regression.pkl
2024-11-06 22:16:17 | process_logger | INFO | Ejecutando el pipeline de transformación...
2024-11-06 22:16:17 | process_logger | INFO | Ejecutando Step 1 con pipeline: pipes/pipeline_1.pkl
2024-11-06 22:16:17 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_1.pkl
2024-11-06 22:16:17 | process_logger | INFO | Ejecutando Step 2 con pipeline: pipes/pipeline_2.pkl
2024-11-06 22:16:17 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_2.pkl
2024-11-06 22:16:19 | process_logger | INFO | Ejecutando Step 3 con pipeline: pipes/pipeline_3.pkl
2024-11-06 22:16:19 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_3.pkl
2024-11-06 22:16:19 | process_logger | INFO | Ejecutando Step 4 con pipeline: pipes/pipeline_4.pkl
2024-11-06 22:16:19 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_4.pkl
2024-11-06 22:16:19 | process_logger | INFO | Ejecutando Step 5 con pipeline: pipes/pipeline_5.pkl
2024-11-06 22:16:19 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_5.pkl
2024-11-06 22:16:29 | process_logger | INFO | Cargando el diccionario de imputaciones...
2024-11-06 22:16:29 | process_logger | INFO | Imputando valores nulos...
2024-11-06 22:16:29 | process_logger | INFO | Valores nulos imputados.
2024-11-06 22:16:29 | process_logger | INFO | Validando columnas y tipos...
2024-11-06 22:16:29 | process_logger | INFO | Realizando la predicción...
2024-11-06 22:16:29 | process_logger | INFO | Tipo de póliza no es 4, realizando predicción...
2024-11-06 22:16:29 | process_logger | INFO | Predicción: 4.384084317938598
2024-11-06 22:16:29 | process_logger | INFO | Predicción realizada para claim_id 561205 en 12.0298s
2024-11-06 22:16:29 | process_logger | INFO | Solicitud recibida en /api/v1/predict/
2024-11-06 22:16:29 | process_logger | INFO | Cargando el modelo...
2024-11-06 22:16:29 | process_logger | INFO | Cargando el modelo desde: models/linear_regression.pkl
2024-11-06 22:16:29 | process_logger | INFO | Ejecutando el pipeline de transformación...
2024-11-06 22:16:29 | process_logger | INFO | Ejecutando Step 1 con pipeline: pipes/pipeline_1.pkl
2024-11-06 22:16:29 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_1.pkl
2024-11-06 22:16:29 | process_logger | INFO | Ejecutando Step 2 con pipeline: pipes/pipeline_2.pkl
2024-11-06 22:16:29 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_2.pkl
2024-11-06 22:16:31 | process_logger | INFO | Ejecutando Step 3 con pipeline: pipes/pipeline_3.pkl
2024-11-06 22:16:31 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_3.pkl
2024-11-06 22:16:31 | process_logger | INFO | Ejecutando Step 4 con pipeline: pipes/pipeline_4.pkl
2024-11-06 22:16:31 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_4.pkl
2024-11-06 22:16:31 | process_logger | INFO | Ejecutando Step 5 con pipeline: pipes/pipeline_5.pkl
2024-11-06 22:16:31 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_5.pkl
2024-11-06 22:16:41 | process_logger | INFO | Cargando el diccionario de imputaciones...
2024-11-06 22:16:41 | process_logger | INFO | Imputando valores nulos...
2024-11-06 22:16:41 | process_logger | INFO | Valores nulos imputados.
2024-11-06 22:16:41 | process_logger | INFO | Validando columnas y tipos...
2024-11-06 22:16:41 | process_logger | INFO | Realizando la predicción...
2024-11-06 22:16:41 | process_logger | INFO | Tipo de póliza no es 4, realizando predicción...
2024-11-06 22:16:41 | process_logger | INFO | Predicción: 2.949009122491966
2024-11-06 22:16:41 | process_logger | INFO | Predicción realizada para claim_id 528569 en 12.0323s
2024-11-06 22:16:41 | process_logger | INFO | Solicitud recibida en /api/v1/predict/
2024-11-06 22:16:41 | process_logger | INFO | Cargando el modelo...
2024-11-06 22:16:41 | process_logger | INFO | Cargando el modelo desde: models/linear_regression.pkl
2024-11-06 22:16:41 | process_logger | INFO | Ejecutando el pipeline de transformación...
2024-11-06 22:16:41 | process_logger | INFO | Ejecutando Step 1 con pipeline: pipes/pipeline_1.pkl
2024-11-06 22:16:41 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_1.pkl
2024-11-06 22:16:41 | process_logger | INFO | Ejecutando Step 2 con pipeline: pipes/pipeline_2.pkl
2024-11-06 22:16:41 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_2.pkl
2024-11-06 22:16:43 | process_logger | INFO | Ejecutando Step 3 con pipeline: pipes/pipeline_3.pkl
2024-11-06 22:16:43 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_3.pkl
2024-11-06 22:16:43 | process_logger | INFO | Ejecutando Step 4 con pipeline: pipes/pipeline_4.pkl
2024-11-06 22:16:43 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_4.pkl
2024-11-06 22:16:43 | process_logger | INFO | Ejecutando Step 5 con pipeline: pipes/pipeline_5.pkl
2024-11-06 22:16:43 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_5.pkl
2024-11-06 22:16:53 | process_logger | INFO | Cargando el diccionario de imputaciones...
2024-11-06 22:16:53 | process_logger | INFO | Imputando valores nulos...
2024-11-06 22:16:53 | process_logger | INFO | Valores nulos imputados.
2024-11-06 22:16:53 | process_logger | INFO | Validando columnas y tipos...
2024-11-06 22:16:53 | process_logger | INFO | Realizando la predicción...
2024-11-06 22:16:53 | process_logger | INFO | Tipo de póliza es 4, devolviendo predicción -1
2024-11-06 22:16:53 | process_logger | INFO | Predicción realizada para claim_id 408550 en 12.0393s
2024-11-06 22:16:53 | process_logger | INFO | Solicitud recibida en /api/v1/predict/
2024-11-06 22:16:53 | process_logger | INFO | Cargando el modelo...
2024-11-06 22:16:53 | process_logger | INFO | Cargando el modelo desde: models/linear_regression.pkl
2024-11-06 22:16:53 | process_logger | INFO | Ejecutando el pipeline de transformación...
2024-11-06 22:16:53 | process_logger | INFO | Ejecutando Step 1 con pipeline: pipes/pipeline_1.pkl
2024-11-06 22:16:53 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_1.pkl
2024-11-06 22:16:53 | process_logger | INFO | Ejecutando Step 2 con pipeline: pipes/pipeline_2.pkl
2024-11-06 22:16:53 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_2.pkl
2024-11-06 22:16:55 | process_logger | INFO | Ejecutando Step 3 con pipeline: pipes/pipeline_3.pkl
2024-11-06 22:16:55 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_3.pkl
2024-11-06 22:16:55 | process_logger | INFO | Ejecutando Step 4 con pipeline: pipes/pipeline_4.pkl
2024-11-06 22:16:55 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_4.pkl
2024-11-06 22:16:55 | process_logger | INFO | Ejecutando Step 5 con pipeline: pipes/pipeline_5.pkl
2024-11-06 22:16:55 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_5.pkl
2024-11-06 22:17:05 | process_logger | INFO | Cargando el diccionario de imputaciones...
2024-11-06 22:17:05 | process_logger | INFO | Imputando valores nulos...
2024-11-06 22:17:05 | process_logger | INFO | Valores nulos imputados.
2024-11-06 22:17:05 | process_logger | INFO | Validando columnas y tipos...
2024-11-06 22:17:05 | process_logger | INFO | Realizando la predicción...
2024-11-06 22:17:05 | process_logger | INFO | Tipo de póliza no es 4, realizando predicción...
2024-11-06 22:17:05 | process_logger | INFO | Predicción: 6.165575820663672
2024-11-06 22:17:05 | process_logger | INFO | Predicción realizada para claim_id 208451 en 12.0358s
2024-11-06 22:17:05 | process_logger | INFO | Solicitud recibida en /api/v1/predict/
2024-11-06 22:17:05 | process_logger | INFO | Cargando el modelo...
